10317,"(64, 65)",🥹
10318,"(47, 48)",🥹
10319,"(22, 23)",🥹
1032,"(146, 147)",🥹
10320,"(16, 17)",🥹
10321,"(19, 20)",🥹
10322,"(51, 52)",🥹
10323,"(66, 67)",🥹
10324,"(44, 45)",🥹
10325,"(61, 62)",🥹
10326,"(53, 54)",🥹
10327,"(30, 31)",🥹
10328,"(3, 4)",🥹
10329,"(42, 43)",🥹
1033,"(49, 50)",🥹
10330,"(81, 82)",🥹
10331,"(18, 19)",🥹
10332,"(64, 65)",🥹
10333,"(29, 30)",🥹
10333,"(30, 31)",😭
10334,"(11, 12)",🥹
10335,"(18, 19)",🥹
10336,"(74, 75)",🥹
10337,"(64, 65)",🥹
10338,"(77, 78)",🥹
10339,"(22, 23)",🥹
1034,"(273, 274)",🥹
10340,"(158, 159)",🥹
10341,"(83, 84)",🥹
10342,"(21, 22)",🥹
10343,"(178, 179)",🥹
10344,"(92, 93)",🥹
10345,"(101, 102)",🥹
10346,"(21, 22)",🥹
10347,"(20, 21)",🥹
10348,"(46, 47)",🥹
10349,"(105, 106)",🥹
1035,"(39, 40)",🥹
10350,"(32, 33)",🥹
10351,"(10, 11)",🥹
10352,"(71, 72)",🥹
10353,"(29, 30)",🥹
10354,"(13, 14)",🥹
10355,"(0, 1)",🥹
10355,"(63, 65)",🥹🥹
10356,"(54, 55)",🥹
10357,"(94, 95)",🥹
10358,"(67, 68)",🥹
10359,"(84, 85)",🥹
1036,"(22, 23)",🥹
10360,"(31, 32)",🥹
10361,"(48, 49)",🥹
10362,"(68, 69)",🥹
10363,"(10, 11)",🥹
10364,"(99, 100)",🥹
10365,"(41, 42)",🥹
10366,"(49, 50)",🥹
10367,"(20, 21)",🥹
10368,"(25, 26)",🥹
10369,"(64, 65)",🥹
1037,"(43, 44)",🥹
10370,"(54, 55)",🥹
10371,"(38, 39)",🥹
10372,"(31, 32)",🥹
10373,"(41, 42)",🥹
10374,"(31, 32)",😭
10374,"(51, 52)",🥹
10375,"(21, 22)",🥹
10376,"(60, 61)",🥹
10377,"(29, 30)",🥹
10378,"(16, 17)",🥹
10379,"(59, 60)",🥹
1038,"(25, 26)",🥹
10380,"(10, 11)",🥹
10381,"(70, 71)",🥹
10382,"(108, 109)",🥹
10383,"(93, 94)",🥹
10384,"(23, 24)",🥹
10385,"(56, 59)",😭😭😭
10385,"(148, 149)",🥹
10386,"(21, 22)",🥹
10387,"(80, 81)",🥹
10388,"(177, 178)",🥹
10389,"(95, 96)",🥹
1039,"(35, 36)",🥹
10390,"(34, 35)",🥹
10391,"(94, 95)",🥹
10392,"(83, 84)",🥹
10393,"(59, 60)",🥹
10394,"(0, 1)",🥹
10395,"(19, 20)",🥹
10396,"(18, 19)",🥹
10397,"(28, 29)",😭
10397,"(47, 48)",🥹
10398,"(156, 157)",🥹
10399,"(89, 90)",😭
10399,"(132, 133)",🥹
104,"(15, 16)",🥹
1040,"(18, 19)",🥹
10400,"(42, 43)",🥹
10401,"(58, 59)",🥹
10402,"(40, 41)",🥹
10403,"(33, 34)",🥹
10404,"(13, 14)",🥹
10405,"(34, 35)",🥹
10406,"(48, 49)",🥹
10407,"(13, 14)",🥹
10408,"(23, 24)",🥹
10409,"(55, 56)",🥹
1041,"(67, 68)",🥹
10410,"(138, 139)",🥹
10411,"(21, 22)",🥹
10412,"(19, 20)",🥹
10413,"(27, 28)",🥹
10414,"(89, 90)",🥹
10415,"(38, 40)",😭😭
10415,"(40, 41)",🥹
10416,"(46, 47)",🥹
10417,"(38, 39)",🥹
10418,"(67, 68)",🥹
10419,"(37, 38)",🥹
1042,"(69, 70)",🥹
10420,"(47, 48)",🥹
10420,"(96, 97)",😭
10421,"(33, 34)",🥹
10422,"(80, 81)",🥹
10423,"(53, 54)",🥹
10423,"(198, 199)",🥹
10423,"(234, 235)",🥹
10424,"(34, 35)",🥹
10425,"(100, 101)",🥹
10426,"(53, 54)",🥹
10427,"(65, 66)",🥹
10428,"(21, 22)",🥹
10429,"(197, 198)",🥹
1043,"(31, 32)",🥹
10430,"(52, 53)",🥹
10431,"(38, 39)",🥹
10432,"(53, 54)",🥹
10433,"(148, 149)",🥹
10434,"(167, 168)",🥹
10435,"(41, 42)",🥹
10436,"(55, 56)",🥹
10437,"(29, 30)",🥹
10438,"(108, 109)",🥹
10439,"(64, 65)",🥹
1044,"(275, 276)",🥹
10440,"(16, 17)",🥹
10441,"(165, 166)",🥹
10442,"(30, 31)",🥹
10443,"(20, 21)",🥹
10444,"(20, 21)",🥹
10445,"(31, 32)",🥹
10446,"(17, 18)",🥹
10447,"(30, 31)",🥹
10448,"(8, 9)",🥹
10449,"(43, 44)",🥹
1045,"(1, 2)",🥹
1045,"(49, 50)",😭
10450,"(14, 15)",🥹
10451,"(27, 28)",🥹
10452,"(24, 25)",🥹
10453,"(257, 258)",🥹
10454,"(22, 23)",🥹
10455,"(73, 74)",🥹
10456,"(31, 32)",🥹
10457,"(60, 61)",🥹
10458,"(62, 63)",🥹
10459,"(94, 95)",🥹
1046,"(29, 30)",🥹
10460,"(0, 1)",🥹
10461,"(29, 30)",🥹
10461,"(30, 31)",😭
10462,"(83, 84)",🥹
10463,"(54, 55)",🥹
10464,"(44, 45)",🥹
10465,"(80, 81)",🥹
10466,"(36, 37)",🥹
10467,"(51, 52)",🥹
10468,"(83, 84)",🥹
10469,"(103, 104)",🥹
1047,"(63, 64)",🥹
10470,"(55, 56)",🥹
10471,"(100, 101)",🥹
10472,"(21, 22)",🥹
10473,"(65, 66)",🥹
10474,"(38, 39)",🥹
10475,"(28, 29)",😭
10475,"(29, 30)",🥹
10476,"(90, 91)",🥹
10477,"(56, 57)",🥹
10478,"(105, 106)",🥹
10479,"(40, 41)",🥹
1048,"(128, 129)",🥹
10480,"(24, 25)",🥹
10481,"(71, 72)",🥹
10482,"(43, 44)",🥹
10483,"(40, 41)",🥹
10484,"(61, 62)",🥹
10485,"(6, 7)",🥹
10486,"(29, 30)",🥹
10486,"(41, 42)",🥹
10487,"(40, 41)",🥹
10488,"(37, 38)",🥹
10489,"(0, 1)",🥹
1049,"(36, 37)",🥹
10490,"(28, 29)",😭
10490,"(29, 30)",🥹
10491,"(10, 11)",🥹
10492,"(131, 132)",🥹
10493,"(59, 60)",🥹
10494,"(28, 29)",🥹
10495,"(14, 15)",🥹
10496,"(35, 36)",🥹
10497,"(23, 24)",🥹
10498,"(168, 169)",🥹
10499,"(19, 20)",🥹
105,"(21, 22)",🥹
1050,"(32, 33)",🥹
10500,"(39, 40)",🥹
10501,"(54, 55)",🥹
10502,"(132, 133)",🥹
10503,"(166, 167)",🥹
10504,"(53, 54)",🥹
10505,"(134, 135)",🥹
10505,"(181, 182)",😭
10506,"(55, 56)",🥹
10507,"(67, 68)",🥹
10508,"(15, 16)",🥹
10509,"(64, 65)",🥹
1051,"(3, 4)",🥹
10510,"(49, 50)",🥹
10511,"(83, 84)",🥹
10512,"(19, 20)",🥹
10513,"(157, 158)",🥹
10514,"(52, 53)",🥹
10515,"(117, 118)",🥹
10515,"(118, 119)",😭
10516,"(20, 21)",🥹
10517,"(114, 115)",🥹
10518,"(89, 90)",🥹
10519,"(87, 88)",🥹
1052,"(88, 89)",🥹
10520,"(104, 105)",🥹
10521,"(0, 1)",🥹
10521,"(29, 30)",😭
10522,"(66, 67)",🥹
10523,"(252, 253)",🥹
10524,"(77, 78)",🥹
10525,"(29, 30)",🥹
10526,"(7, 8)",🥹
10527,"(138, 139)",🥹
10528,"(118, 119)",🥹
10529,"(78, 79)",🥹
1053,"(68, 69)",🥹
10530,"(91, 92)",🥹
10531,"(34, 35)",🥹
10531,"(35, 36)",😭
10532,"(36, 37)",🥹
10533,"(40, 41)",🥹
10534,"(19, 20)",🥹
10535,"(71, 72)",😭
10535,"(72, 73)",🥹
10536,"(36, 37)",🥹
10537,"(24, 25)",🥹
10538,"(43, 44)",🥹
10539,"(239, 240)",🥹
1054,"(48, 49)",🥹
10540,"(96, 97)",🥹
10541,"(41, 42)",🥹
10542,"(27, 28)",🥹
10543,"(42, 43)",🥹
10544,"(79, 80)",🥹
10544,"(80, 81)",😭
10545,"(115, 116)",🥹
10546,"(21, 22)",🥹
10547,"(12, 13)",🥹
10548,"(278, 279)",🥹
10549,"(30, 31)",🥹
1055,"(19, 20)",🥹
10550,"(22, 23)",🥹
10551,"(76, 77)",🥹
10552,"(185, 186)",🥹
10553,"(45, 46)",🥹
10554,"(210, 211)",🥹
10555,"(20, 21)",🥹
10556,"(87, 88)",🥹
10557,"(63, 64)",🥹
10558,"(103, 104)",🥹
10559,"(115, 116)",🥹
1056,"(33, 34)",🥹
10560,"(111, 112)",🥹
10561,"(73, 74)",🥹
10562,"(76, 77)",🥹
10563,"(41, 42)",😭
10563,"(43, 44)",🥹
10564,"(87, 88)",🥹
10565,"(156, 157)",🥹
10566,"(106, 107)",🥹
10567,"(70, 71)",🥹
10568,"(71, 72)",🥹
10569,"(83, 84)",🥹
1057,"(28, 29)",🥹
10570,"(33, 34)",🥹
10571,"(56, 57)",🥹
10572,"(21, 22)",🥹
10573,"(15, 16)",🥹
10574,"(13, 14)",🥹
10575,"(83, 84)",🥹
10576,"(84, 85)",🥹
10577,"(27, 28)",🥹
10578,"(22, 23)",🥹
10579,"(46, 47)",🥹
1058,"(136, 137)",🥹
10580,"(26, 27)",🥹
10581,"(27, 28)",🥹
10582,"(36, 37)",🥹
10583,"(94, 95)",🥹
10584,"(28, 29)",🥹
10585,"(85, 86)",😭
10585,"(86, 87)",🥹
10586,"(112, 113)",🥹
10587,"(32, 33)",🥹
10588,"(38, 39)",🥹
10589,"(33, 34)",🥹
10589,"(34, 35)",😭
1059,"(47, 48)",🥹
10590,"(151, 152)",😭
10590,"(152, 153)",🥹
10591,"(34, 35)",🥹
10592,"(82, 83)",🥹
10593,"(51, 52)",🥹
10594,"(30, 31)",😭
10595,"(32, 33)",🥹
10596,"(40, 41)",😭
10596,"(41, 42)",🥹
10597,"(44, 45)",🥹
10598,"(3, 4)",🥹
10598,"(33, 34)",🥹
10599,"(53, 54)",🥹
106,"(89, 90)",🥹
1060,"(83, 84)",🥹
10600,"(49, 50)",🥹
10600,"(51, 52)",🥹
10600,"(53, 54)",🥹
10600,"(56, 57)",🥹
10601,"(107, 108)",🥹
10602,"(28, 29)",🥹
10603,"(107, 108)",🥹
10604,"(78, 79)",🥹
10605,"(69, 70)",🥹
10606,"(4, 5)",🥹
10606,"(6, 24)",😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
10606,"(74, 75)",🥹
10606,"(75, 76)",😭
10607,"(133, 134)",🥹
10608,"(63, 64)",🥹
10609,"(177, 178)",🥹
1061,"(56, 57)",🥹
10610,"(51, 52)",🥹
10611,"(131, 132)",🥹
10612,"(47, 48)",🥹
10613,"(26, 27)",🥹
10613,"(27, 28)",😭
10614,"(24, 25)",🥹
10615,"(17, 18)",🥹
10616,"(93, 94)",🥹
10617,"(84, 85)",🥹
10618,"(6, 7)",🥹
10619,"(90, 91)",🥹
1062,"(28, 29)",🥹
10620,"(52, 53)",😭
10620,"(53, 54)",🥹
10621,"(258, 259)",🥹
10622,"(27, 28)",🥹
10623,"(67, 68)",🥹
10624,"(11, 12)",🥹
10625,"(55, 56)",🥹
10626,"(68, 69)",🥹
10627,"(25, 26)",🥹
10628,"(45, 46)",🥹
10629,"(38, 39)",🥹
1063,"(69, 70)",🥹
10630,"(57, 58)",🥹
10631,"(51, 52)",🥹
10632,"(140, 141)",🥹
10633,"(87, 88)",🥹
10634,"(50, 51)",🥹
10635,"(25, 26)",🥹
10636,"(35, 36)",🥹
10636,"(69, 70)",🥹
10637,"(16, 17)",🥹
10638,"(41, 42)",🥹
10638,"(92, 93)",🥹
10639,"(111, 112)",🥹
1064,"(253, 254)",🥹
10640,"(63, 64)",🥹
10641,"(23, 24)",🥹
10642,"(39, 40)",🥹
10643,"(0, 1)",🥹
10644,"(84, 85)",🥹
10644,"(194, 195)",🥹
10645,"(10, 11)",🥹
10646,"(94, 95)",🥹
10647,"(49, 50)",🥹
10648,"(29, 30)",🥹
10649,"(106, 107)",😭
10649,"(107, 108)",🥹
1065,"(158, 159)",🥹
10650,"(83, 84)",🥹
10651,"(35, 36)",🥹
10652,"(81, 82)",🥹
10653,"(97, 98)",🥹
10654,"(57, 58)",🥹
10655,"(68, 69)",🥹
10656,"(261, 262)",🥹
10657,"(36, 37)",🥹
10658,"(42, 43)",🥹
10659,"(99, 100)",🥹
1066,"(14, 15)",🥹
10660,"(26, 27)",🥹
10661,"(22, 23)",🥹
10662,"(53, 54)",🥹
10663,"(8, 12)",🥹🥹🥹🥹
10664,"(29, 30)",🥹
10665,"(26, 27)",🥹
10666,"(179, 180)",🥹
10667,"(29, 30)",🥹
10668,"(39, 40)",🥹
10669,"(29, 30)",🥹
1067,"(39, 40)",🥹
10670,"(20, 21)",🥹
10671,"(183, 184)",🥹
10672,"(29, 30)",🥹
10673,"(148, 149)",🥹
10674,"(139, 140)",🥹
10675,"(100, 101)",🥹
10676,"(0, 1)",🥹
10677,"(126, 127)",🥹
10678,"(19, 20)",🥹
10679,"(33, 34)",🥹
1068,"(49, 50)",🥹
10680,"(0, 1)",🥹
10680,"(1, 2)",😭
10681,"(60, 61)",🥹
10682,"(134, 135)",🥹
10683,"(50, 51)",🥹
10684,"(73, 74)",🥹
10685,"(109, 110)",🥹
10686,"(64, 65)",🥹
10687,"(47, 48)",🥹
10688,"(35, 36)",🥹
10689,"(47, 48)",🥹
1069,"(37, 38)",🥹
10690,"(21, 22)",🥹
10691,"(77, 78)",🥹
10691,"(79, 80)",🥹
10691,"(85, 88)",🥹🥹🥹
10691,"(93, 94)",🥹
10692,"(25, 26)",🥹
10693,"(55, 56)",🥹
10694,"(14, 15)",🥹
10695,"(51, 52)",🥹
10696,"(35, 36)",🥹
10697,"(73, 74)",🥹
10698,"(14, 15)",🥹
10699,"(20, 21)",🥹
107,"(164, 165)",🥹
1070,"(41, 42)",🥹
10700,"(71, 72)",🥹
10701,"(85, 86)",🥹
10702,"(42, 43)",🥹
10703,"(55, 56)",🥹
10704,"(124, 125)",🥹
10705,"(16, 17)",🥹
10705,"(17, 18)",😭
10706,"(64, 65)",🥹
10707,"(34, 35)",🥹
10708,"(22, 23)",🥹
10709,"(99, 100)",🥹
1071,"(104, 105)",🥹
10710,"(28, 29)",🥹
10711,"(48, 49)",🥹
10712,"(77, 78)",🥹
10713,"(37, 38)",🥹
10714,"(7, 8)",🥹
10715,"(25, 26)",🥹
10715,"(52, 53)",🥹
10716,"(21, 22)",🥹
10717,"(26, 27)",🥹
10718,"(53, 54)",🥹
10719,"(10, 11)",🥹
1072,"(31, 32)",🥹
1072,"(67, 68)",🥹
10720,"(19, 20)",🥹
10721,"(68, 69)",🥹
10722,"(137, 138)",🥹
10723,"(95, 96)",🥹
10724,"(210, 211)",🥹
10725,"(56, 57)",🥹
10726,"(59, 60)",🥹
10727,"(70, 71)",🥹
10728,"(36, 37)",🥹
10729,"(14, 15)",🥹
1073,"(9, 10)",🥹
10730,"(214, 215)",🥹
10731,"(41, 42)",🥹
10732,"(158, 159)",🥹
10733,"(59, 60)",🥹
10734,"(18, 19)",🥹
10735,"(113, 114)",🥹
10736,"(45, 46)",🥹
10737,"(38, 39)",🥹
10738,"(13, 14)",🥹
10739,"(21, 22)",🥲
10739,"(91, 92)",🥹
1074,"(28, 29)",🥹
10740,"(188, 189)",🥹
10741,"(13, 14)",🥹
10742,"(33, 34)",🥹
10743,"(61, 62)",🥹
10744,"(36, 37)",🥹
10745,"(145, 146)",🥹
10746,"(82, 83)",🥹
10747,"(53, 54)",🥹
10748,"(18, 19)",🥹
10749,"(30, 31)",🥹
1075,"(23, 24)",🥹
10750,"(88, 89)",🥹
10751,"(73, 74)",🥹
10752,"(126, 127)",🥹
10753,"(55, 56)",🥹
10754,"(16, 17)",🥹
10755,"(36, 37)",🥹
10756,"(161, 162)",🥹
10757,"(59, 60)",🥹
10757,"(81, 82)",😭
10757,"(82, 83)",🥹
