id,span,sentiment,comment
15852 ,64 65 🥹,Positive,
15946 ,12 13 🥹,Unconfident,
16065 ,29 30 🥹,Positive,
16109 ,40 41 🥹,Positive,
16127 ,36 37 🥹,Positive,
16295 ,17 18 🥹,Positive,
16365 ,84 85 🥹,Positive,
16404 ,75 76 🥹,Negative,
16490 ,14 15 🥹,Unconfident,
16517 ,40 41 🥹,Unconfident,
16578 ,63 64 🥹,Positive,
17059 ,52 53 🥹,Positive,
17067 ,121 122 🥹,Negative,
1708 ,46 47 🥹,Positive,
17562 ,26 27 🥹,Positive,
17643 ,153 154 🥹,Positive,
17656 ,255 256 🥹,Positive,
17693 ,40 41 🥹,Positive,
1795 ,277 278 🥹,Negative,
18000 ,44 45 🥹,Positive,
181 ,54 55 🥹,Positive,
18208 ,30 31 🥹,Positive,
18255 ,28 29 🥹,Positive,
18489 ,0 1 🥹,Positive,
18537 ,20 21 🥹,Positive,
18545 ,53 54 🥹,Positive,
18581 ,32 33 🥹,Unconfident,
18651 ,56 57 🥹,Unconfident,
18823 ,64 65 🥹,Positive,
18901 ,71 72 🥹,Positive,
18901 ,72 73 😭,Positive,
18917 ,83 84 🥹,Unconfident,
18924 ,84 85 🥹,Positive,
19078 ,50 51 🥹,Positive,
19149 ,41 42 😭,Negative,
19200 ,52 53 🥹,Unconfident,
1928 ,106 107 🥹,Positive,
19322 ,206 207 🥹,Unconfident,
19610 ,24 25 🥹,Positive,
1990 ,31 32 🥹,Unconfident,
2134 ,46 47 🥹,Positive,
2163 ,123 124 🥹,Positive,
2183 ,31 32 🥹,Unconfident,
2242 ,35 36 🥹,Unconfident,
2255 ,147 148 🥹,Positive,
2277 ,163 164 🥹,Positive,
2436 ,0 1 🥹,Unconfident,
2537 ,19 20 🥹,Positive,
269 ,38 39 🥹,Unconfident,
2875 ,13 14 🥹,Unconfident,
2896 ,25 26 🥹,Positive,
2946 ,12 13 🥹,Unconfident,
2968 ,38 39 🥹,Positive,
3121 ,112 113 🥹,Positive,
3130 ,17 18 🥹,Negative,
3164 ,51 52 🥹,Negative,
3286 ,55 56 🥹,Unconfident,
3378 ,53 54 🥹,Positive,
3450 ,42 43 🥹,Positive,
3469 ,64 65 🥹,Positive,
3650 ,80 81 🥹,Unconfident,
3745 ,58 59 🥹,Negative,
3745 ,61 62 🥲,Negative,
3916 ,58 59 🥹,Positive,
3945 ,34 35 🥹,Positive,
400 ,67 68 🥹,Positive,
4038 ,18 19 🥹,Unconfident,
4151 ,133 134 🥹,Unconfident,
4165 ,35 36 🥹,Positive,
4192 ,53 54 🥹,Unconfident,
4272 ,33 34 🥹,Unconfident,
4523 ,83 84 🥹,Positive,
4532 ,48 49 🥹,Positive,
4545 ,45 46 🥹,Positive,
4614 ,41 42 🥹,Unconfident,
4636 ,15 16 🥹,Unconfident,
4779 ,18 20 😭😭,Unconfident,
4779 ,20 21 🥹,Unconfident,
4881 ,45 46 🥹,Unconfident,
5019 ,27 28 🥹,Unconfident,
5143 ,106 107 🥹,Positive,
5436 ,146 147 🥹,Negative,
5466 ,5 6 🥹,Negative,
5518 ,54 55 🥹,Unconfident,
553 ,10 11 🥹,Unconfident,
5620 ,38 39 🥹,Positive,
5661 ,28 29 🥹,Unconfident,
5821 ,10 11 🥹,Negative,
5829 ,29 30 🥹,Positive,
6071 ,115 116 🥹,Positive,
6281 ,53 54 😭,Positive,
6281 ,139 140 🥹,Positive,
6328 ,47 48 🥹,Positive,
6400 ,50 51 🥹,Positive,
6430 ,62 63 🥹,Positive,
6493 ,25 26 🥹,Unconfident,
6511 ,29 30 🥹,Positive,
6672 ,14 15 🥹,Positive,
6691 ,24 25 🥹,Positive,
6712 ,13 14 🥹,Unconfident,
6886 ,40 41 🥹,Unconfident,
6889 ,67 68 🥹,Positive,
6962 ,20 21 🥹,Unconfident,
6981 ,23 24 🥹,Negative,
7608 ,89 90 🥹,Positive,
7663 ,0 1 🥹,Negative,
7663 ,1 2 😭,Negative,
7663 ,5 6 😭,Negative,
7663 ,6 8 🥹🥹,Negative,
7728 ,55 56 🥹,Positive,
7809 ,17 18 🥹,Positive,
7861 ,19 20 🥹,Positive,
7884 ,52 53 🥹,Positive,
8166 ,91 92 🥹,Negative,
8416 ,163 164 🥹,Positive,
8478 ,69 70 🥹,Unconfident,
8480 ,151 152 🥹,Positive,
8713 ,11 12 🥹,Unconfident,
877 ,10 11 🥹,Positive,
8842 ,49 50 🥹,Unconfident,
886 ,31 32 🥹,Unconfident,
8933 ,47 48 🥹,Positive,
8950 ,55 56 🥹,Positive,
9037 ,75 76 🥹,Positive,
9058 ,20 21 🥹,Positive,
9509 ,30 31 🥹,Unconfident,
9551 ,7 8 🥹,Positive,
9561 ,13 14 🥹,Unconfident,
9617 ,20 21 🥹,Negative,
9710 ,7 8 🥹,Unconfident,
9838 ,23 24 🥹,Unconfident,
9887 ,85 86 🥹,Negative,
