id,text
5436,"True, i just got to gold 4 about to break to gold 3!

Maybe another time of we’re both available bro im down. Not gonna be home tonight to play 🥹

Im sure you’re gonna get to plat tonight 💯"
5466,"Welp 🥹

I'm packing my suitcase.
Heading down to the headquarters tomorrow, to check into the hotel.

Training begins Monday.

It's finally happening.."
5518,can’t wait to see seven lions tonight with my friends 🥹
553,Thank you 🥹😞
5620,You are literally so hot dude wtf !!! 🥹💗💗💗💗
5661,I actually have knb mutuals 🥹
5821,gonna cry 🥹
5829,This y we love you so dearly 🥹❤️❤️🤣
6071,"Y'all know those doors (in qibla wall) in mosques?

The kid inside me always thought those were doors to jannah! 🥹"
6281,"and good vibes i need all the positivity i can get!! 😭

also pls free to tag me in things or dm me and ill see it when i have the chance 🥹 love youuuuu guys 💘"
6328,Football is winning from all angles today man! 🥹
6400,Literally can’t wait to see Coldplay live in July 🥹
6430,I now have a resident tortoise. I really enjoy how it burrows 🥹🐢
6493,Esse menino é forte hein 🥹
6511,So jealous of your shoe game 🥹
6672,Great article 🥹
6691,RLCraft is just 🥺🐉🙏🫡🥰❤️🔥🥹🐝‼️😍😘😊
6712,he’s so tiny 🥹
6886,"The past, so I can be with my mom again 🥹"
6889,"this song never fail to make me feel emotional. i love nct so much 🥹💚
#To7heWorld_WeAreNCT"
6962,3 different popping 🥹
6981,Who is cutting onions? 🥹
7608,"WAIT HOW DID I NOT COMMENT ON THIS IMMENSE LOVE!!! my two favorite vashes in one drawing 🥹🙏💝💝 can see so vividly how this scene would play out with him, colorful yet heartbreaking…"
7663,🥹😭🙏🙏🙏😭🥹🥹
7728,ENHYPEN ARE FINALLY DONE PERFORMING!! THEY DID AMAZING 🥹❤️‍🔥
7809,thank you babes 😘🥹
7861,renjun live today??🥹 i’m excited
7884,"""EVEN THO I SEE HER EVERYDAY, SHE'S REALLY PRETTY""
🥹🖤#CHAERJI"
8166,"Hahahaha you know what’s worse? “Dw, you will find someone like me” narcissism at its best 🥹🙌🏽🤝🏽"
8416,"He is soooo thoughtful and understanding..he even checked the marker for so many times until it started working, and then signed the tumbler..my all perfect baby..🥹😘💕 #Newwiee"
8478,"“They imprison him but they do not beat him” 
Islam is so beautiful 🥹 peace and mercy"
8480,You are the sweetest and kindest soul in this universe and you deserve all the love and success in the world I love you and I will be with you forever 🥹♥️ #Bosschaikamon #ShawtyBoss #BoNoh
8713,A real man 🥹 #IntoTheRing
877,one day…. 🥹🤝
8842,thTs fine!!!!! ive been doing ass as well lately 🥹 and thats totally ok <333 my @ should be mist#1024
886,Sad but happy at the same time 🥹
8933,THE WAY THEY'RE ALL IN BLACK X BLUE COMBOS TOO 🥹💕 all of them are the ships
8950,It’s always a good day when I have soccer on my screen 🥹 #uswnt
9037,Every video from tonight’s concert making me feel SO freaking proud of YOU 🥹❤️
9058,Wow this is amazing 🥹
9509,But you have passed that 1400 🥹👊
9551,"Awww 🥰 🥹 I love that!! 

I got that feeling too honestly. 👏🏻🫶🏻 thanks so much for spreading love, kindness, and positive vibes 🫶🏻💓"
9561,To be there. 🥹
9617,Yes it is I'm sorry 🥹
9710,"Oh God 🥹. Big sisters are really our guardian angels. Sending you love and strength on this day, May Her Soul Rest In Peace 🙏🏾"
9838,At least it's not 2024 🥹
9887,Congrats! That’s a fancier certificate than what I received graduating high school 🐶 🥹😜
