id,span,sentiment,comment
18268 ,141 142 🥲,Negative,
18306 ,74 75 🥲,Negative,
1834 ,29 30 🥲,Positive,
18488 ,51 52 🥲,Negative,
18784 ,40 41 🥲,Positive,
1900 ,43 44 🥲,Negative,
19122 ,51 52 🥲,Negative,
19136 ,28 29 🥲,Unconfident,
19173 ,72 73 🥲,Negative,
19192 ,29 30 🥲,Negative,
19251 ,44 45 🥲,Positive,
1952 ,230 231 🥲,Negative,
1952 ,231 232 😭,Negative,
19558 ,131 132 🥲,Negative,
1957 ,95 96 🥲,Negative,
1957 ,120 121 😭,Negative,
1957 ,134 135 🥲,Negative,
1957 ,163 164 😭,Negative,
2045 ,30 31 🥲,Negative,
2132 ,109 110 🥲,Negative,
2194 ,104 105 🥲,Negative,
2208 ,15 16 🥲,Negative,
2402 ,114 115 🥲,Unconfident,
281 ,83 84 🥲,Unconfident,
283 ,66 67 🥲,Negative,
2865 ,46 47 🥲,Negative,
2924 ,48 49 🥲,Positive,
2992 ,64 65 🥲,Unconfident,
3080 ,156 157 🥲,Negative,
33 ,68 69 🥲,Negative,
3311 ,39 40 🥲,Positive,
3347 ,64 65 🥲,Negative,
3558 ,23 24 🥲,Unconfident,
3646 ,77 78 🥲,Negative,
3726 ,40 41 🥲,Unconfident,
3803 ,21 22 🥲,Negative,
3871 ,77 78 🥲,Negative,
3978 ,63 64 🥲,Negative,
3984 ,240 241 🥲,Positive,
4175 ,10 11 🥲,Unconfident,
4277 ,278 279 🥲,Negative,
4319 ,20 21 🥲,Negative,
4327 ,33 34 😭,Positive,
4327 ,170 171 🥲,Positive,
436 ,36 37 🥲,Unconfident,
439 ,127 128 🥲,Negative,
4406 ,68 69 🥹,Unconfident,
4406 ,69 70 🥲,Unconfident,
4441 ,55 56 🥲,Negative,
467 ,14 15 🥲,,I think they're talking about buying stuff but I can't remember the first kanji
4848 ,54 55 🥲,Unconfident,
4944 ,172 173 🥲,Unconfident,
5187 ,33 34 🥲,Negative,
5187 ,250 251 😭,Positive,
5213 ,239 240 🥲,Negative,
5275 ,57 58 🥲,Negative,
5392 ,138 139 🥲,Negative,
5732 ,109 110 🥲,Negative,
5754 ,105 106 🥲,Unconfident,
5953 ,103 104 🥲,Negative,
6251 ,38 39 🥲,Negative,
6261 ,14 15 🥲,Negative,
6287 ,56 57 🥲,Unconfident,
6288 ,17 18 🥲,Negative,
6291 ,25 26 🥲,Negative,
6372 ,64 65 🥲,Unconfident,
6774 ,100 101 🥲,Unconfident,
6777 ,7 8 🥲,Unconfident,
6777 ,9 11 😭😭,Unconfident,
6777 ,12 13 🥲,Unconfident,
6777 ,25 26 🥲,Unconfident,
6777 ,27 28 🥲,Unconfident,
6777 ,29 30 🥲,Unconfident,
6777 ,32 33 🥲,Unconfident,this is freaking excessive man
6777 ,36 37 😭,Unconfident,
6777 ,38 39 😭,Unconfident,
6777 ,42 43 🥲,Unconfident,
6788 ,10 11 🥲,Unconfident,
6845 ,24 25 🥲,Negative,
6845 ,145 146 🥲,Negative,
6870 ,8 9 🥲,Unconfident,
6933 ,98 99 🥲,Negative,
696 ,57 58 🥲,Negative,
717 ,71 72 🥲,Negative,
7228 ,0 1 🥲,Unconfident,
7282 ,153 154 🥲,Positive,
733 ,12 13 🥲,Negative,
7550 ,111 112 🥲,Unconfident,
7586 ,82 83 🥲,Negative,
7698 ,255 256 🥲,Negative,
7786 ,73 74 🥲,Negative,
7821 ,91 92 🥲,Positive,
7903 ,16 17 🥲,Positive,
8119 ,80 81 🥲,Negative,
8221 ,82 83 🥲,Negative,
8271 ,32 33 🥲,Negative,
8358 ,36 37 🥲,Negative,
853 ,35 36 🥲,Negative,
8589 ,29 30 🥲,Negative,
8589 ,30 32 😭😭,Negative,
8597 ,168 169 🥲,Positive,
8717 ,132 133 🥲,Positive,
8808 ,76 77 🥲,Negative,
8861 ,100 101 🥲,Negative,
9005 ,40 41 🥲,Positive,
91 ,67 68 🥲,Negative,
9126 ,20 21 🥲,Negative,
9164 ,45 46 🥲,Unconfident,
9192 ,94 95 🥲,Negative,
9329 ,72 73 🥲,Negative,
9482 ,7 8 🥲,Positive,
9513 ,49 50 🥲,Positive,
9583 ,18 19 😭,Negative,
9583 ,66 67 🥲,Positive,
964 ,140 141 🥲,Unconfident,
