id,span,sentiment,comment
4615 ,84 85 😭,Negative,
4742 ,73 76 😭😭😭,Negative,
4810 ,44 45 😭,Negative,
4829 ,274 275 😭,Negative,
4842 ,24 27 😭😭😭,Negative,
49 ,12 15 😭😭😭,Negative,
5365 ,27 28 😭,Negative,
5479 ,128 129 😭,Negative,
5479 ,261 262 😭,Negative,
5521 ,81 82 😭,Negative,
5682 ,15 16 😭,Unconfident,
5686 ,88 89 😭,Negative,
5704 ,43 44 😭,Negative,
5749 ,147 148 😭,Unconfident,
5775 ,58 59 😭,Negative,
5824 ,26 28 😭😭,Negative,
5996 ,19 20 😭,Negative,
6031 ,115 116 😭,Unconfident,
6063 ,45 47 😭😭,Unconfident,
6212 ,101 103 😭😭,Negative,
6286 ,77 78 😭,Negative,
6299 ,22 23 😭,Unconfident,
6336 ,38 39 😭,Negative,
6364 ,104 106 😭😭,Negative,
6520 ,91 94 😭😭😭,Negative,
6723 ,39 40 😭,Negative,
6751 ,208 213 😭😭😭😭😭,Negative,
6766 ,74 75 😭,Unconfident,
6814 ,63 64 😭,Negative,
6978 ,58 59 😭,Unconfident,
704 ,80 83 😭😭😭,Negative,
7110 ,27 28 😭,Unconfident,
7247 ,36 37 😭,Negative,
734 ,18 21 🥹🥹🥹,Unconfident,
734 ,21 25 😭😭😭😭,Unconfident,
7341 ,47 48 😭,Negative,
7450 ,78 79 😭,Negative,
7518 ,32 34 😭😭,Negative,
7518 ,34 35 🥲,Negative,
7567 ,10 11 😭,Unconfident,
7677 ,28 29 😭,Positive,
769 ,29 30 😭,Unconfident,
7739 ,62 65 😭😭😭,Negative,
7784 ,44 45 😭,Negative,
7866 ,144 145 😭,Negative,
789 ,64 66 😭😭,Positive,
7899 ,76 77 😭,Negative,
7948 ,188 189 😭,Negative,
7983 ,56 57 😭,Negative,
8070 ,25 27 😭😭,Unconfident,
8083 ,48 49 😭,Unconfident,
8156 ,74 75 😭,Negative,
8217 ,11 12 😭,Negative,
8495 ,43 44 😭,Negative,
8685 ,29 30 😭,Negative,
8692 ,45 46 😭,Unconfident,
870 ,31 32 😭,Unconfident,
8740 ,76 77 😭,Negative,
8774 ,23 27 😭😭😭😭,Negative,
8852 ,33 34 😭,Positive,
8852 ,34 35 🥲,Positive,
8896 ,24 25 😭,Negative,
8934 ,158 159 😭,Negative,
9024 ,64 65 😭,Negative,
9101 ,36 40 😭😭😭😭,Negative,
9169 ,17 18 😭,Negative,
926 ,47 48 😭,Negative,
9325 ,110 111 😭,Negative,
9414 ,24 26 😭😭,Positive,
9476 ,83 84 😭,Unconfident,
9480 ,0 2 😭😭,Negative,
9494 ,12 13 😭,Unconfident,
9512 ,45 47 😭😭,Negative,
9578 ,48 52 😭😭😭😭,Negative,
9676 ,37 38 😭,Negative,
9693 ,28 30 😭😭,Unconfident,
9947 ,33 35 😭😭,Negative,
