id,span,sentiment,comment
18430 ,105 106 🥲,Positive,
18480 ,28 29 🥲,Positive,
18494 ,122 123 🥲,Positive,
18517 ,7 8 🥲,Unconfident,
189 ,34 35 🥲,Negative,
18952 ,55 56 🥲,Negative,
18974 ,73 74 🥲,Negative,
19188 ,39 40 🥲,Negative,
19409 ,48 49 🥲,Positive,
19469 ,27 28 🥲,Negative,
19600 ,31 32 🥲,Negative,
198 ,164 165 🥲,Negative,
2096 ,157 158 🥲,Negative,
2101 ,13 14 🥲,Negative,
2151 ,106 107 🥲,Positive,
2230 ,38 39 🥲,Unconfident,
2286 ,35 36 🥲,Negative,
2401 ,72 73 🥲,Negative,
2518 ,143 144 🥲,Positive,
2529 ,99 100 🥲,Negative,
2543 ,11 12 🥲,Negative,
2561 ,184 185 🥲,Negative,
2561 ,212 213 😭,Positive,
2593 ,51 52 🥲,Positive,
2655 ,31 32 🥲,Negative,
2668 ,39 40 🥲,Negative,
2695 ,61 62 🥲,Positive,
2742 ,42 43 🥲,Negative,
2792 ,14 15 🥲,Negative,
3060 ,122 123 🥲,Negative,
3063 ,147 148 🥲,Negative,
3126 ,47 48 🥲,Negative,
314 ,34 35 🥲,Negative,
3145 ,79 80 🥲,Negative,
318 ,42 43 🥲,Negative,
3305 ,95 96 🥲,Negative,
331 ,44 45 🥲,Negative,
351 ,67 68 🥲,Negative,
3534 ,67 68 🥲,Negative,
3783 ,71 72 🥲,Positive,
3902 ,47 48 🥲,Negative,
3959 ,74 75 🥲,Negative,
3982 ,88 89 🥲,Negative,
4019 ,210 211 🥲,Negative,
4075 ,129 130 🥲,Unconfident,
408 ,66 67 🥲,Positive,
4155 ,62 63 🥲,Negative,
4245 ,133 134 🥲,Positive,
4262 ,144 145 🥲,Negative,
430 ,38 39 🥲,Negative,
442 ,44 45 🥲,Positive,
444 ,80 81 🥲,Negative,
4473 ,95 96 🥲,Negative,
4474 ,31 32 🥲,Negative,
4474 ,32 34 😭😭,Negative,
4528 ,93 94 🥲,Negative,
4536 ,126 127 😭,Positive,
4536 ,130 131 🥲,Positive,
4645 ,70 71 🥲,Negative,
4684 ,47 48 🥲,Negative,
4684 ,48 49 😭,Negative,
4790 ,123 124 🥲,Negative,
487 ,117 118 🥲,Negative,
4929 ,22 23 🥲,Negative,
5008 ,71 72 🥲,Negative,
5070 ,117 118 😭,Positive,
5070 ,156 157 🥲,Positive,
5073 ,13 14 🥲,Negative,
5113 ,35 36 🥲,Negative,
5407 ,21 22 🥲,Negative,
5408 ,87 88 🥲,Positive,
5490 ,109 110 🥲,Positive,
5584 ,189 190 🥲,Positive,
5623 ,104 105 🥲,Negative,
5658 ,30 31 🥲,Negative,
5672 ,13 16 😭😭😭,Negative,
5672 ,64 65 🥲,Negative,
585 ,101 102 🥲,Negative,
5966 ,56 57 🥲,Negative,
5996 ,43 44 🥲,Negative,
6096 ,77 78 🥲,Negative,
6121 ,68 69 🥲,Negative,
6220 ,116 117 🥲,Positive,
6220 ,193 194 😭,Positive,
6300 ,168 169 🥲,Positive,
6305 ,43 44 🥲,Unconfident,
637 ,211 212 🥲,Positive,
6376 ,46 47 🥲,Negative,
6433 ,26 27 😭,Positive,
6433 ,27 28 🥲,Positive,
6463 ,70 71 🥲,Negative,
6650 ,54 55 🥲,Negative,
6651 ,58 59 🥲,Positive,
6866 ,59 60 🥲,Negative,
6873 ,59 60 🥲,Negative,
7065 ,34 35 🥲,Negative,
7066 ,93 94 🥲,Positive,
7089 ,101 102 🥲,Negative,
711 ,48 49 🥲,Negative,
7266 ,224 225 🥲,Positive,
7291 ,55 56 🥲,Negative,
7392 ,50 51 🥲,Negative,
7522 ,20 21 🥲,Positive,
7543 ,45 46 🥲,Negative,
7651 ,62 63 🥲,Positive,
7814 ,136 137 🥲,Negative,
7928 ,24 25 🥲,Positive,
7942 ,165 166 🥲,Positive,
799 ,131 132 🥲,Positive,
7996 ,94 95 🥲,Negative,
810 ,11 12 🥲,Negative,
8293 ,153 154 🥲,Negative,
8453 ,77 78 🥲,Negative,
8453 ,78 79 😭,Negative,
8505 ,139 140 🥲,Negative,
8706 ,62 63 🥲,Negative,
8733 ,10 11 🥲,Negative,
8888 ,49 50 🥲,Negative,
8979 ,87 88 🥲,Negative,
9134 ,89 90 🥲,Negative,
9449 ,35 36 🥲,Positive,
9542 ,78 79 🥲,Negative,
9672 ,54 55 🥲,Positive,
9790 ,6 7 🥲,Negative,
9837 ,37 38 🥲,Negative,
9866 ,205 206 🥲,Negative,
9987 ,19 20 🥲,Negative,
