id,span,sentiment,comment
16333 ,188 191 😭😭😭,Negative,
16399 ,24 26 😭😭,Negative,
16410 ,15 16 😭,Negative,
165 ,43 44 😭,Positive,
16577 ,84 85 😭,Negative,
16645 ,87 91 😭😭😭😭,Positive,
16941 ,23 24 😭,Positive,
17088 ,23 24 😭,Positive,
17156 ,18 22 😭😭😭😭,Negative,
17189 ,126 129 😭😭😭,Negative,
1727 ,95 97 😭😭,Negative,
17321 ,52 53 😭,Negative,
1738 ,73 74 😭,Negative,
17556 ,4 5 😭,Unconfident,
1770 ,101 102 😭,Positive,
17735 ,44 47 😭😭😭,Negative,
17786 ,36 37 😭,Negative,
1779 ,258 259 😭,Negative,
1779 ,264 266 😭😭,Negative,
17882 ,79 80 😭,Negative,
17893 ,239 240 😭,Positive,
17984 ,23 24 😭,Positive,
18030 ,67 69 😭😭,Negative,
18352 ,50 51 😭,Negative,
18642 ,99 100 😭,Negative,
18660 ,31 32 😭,Negative,
18677 ,56 57 😭,Positive,
18717 ,66 67 😭,Positive,
18723 ,58 59 😭,Negative,
18786 ,76 77 😭,Unconfident,
18889 ,32 35 😭😭😭,Negative,
18899 ,113 115 😭😭,Negative,
18993 ,73 74 😭,Positive,
18999 ,200 201 😭,Negative,
19070 ,0 3 😭😭😭,Positive,
19070 ,5 7 😭😭,Positive,
19339 ,165 168 😭😭😭,Negative,
19383 ,16 21 😭😭😭😭😭,Negative,
19399 ,28 32 😭😭😭😭,Positive,
19534 ,212 213 😭,Negative,
19543 ,51 52 😭,Negative,
19594 ,78 80 😭😭,Positive,
19610 ,60 61 😭,Unconfident,
19653 ,29 31 😭😭,Positive,
2074 ,33 34 😭,Negative,
2170 ,23 26 😭😭😭,Positive,
2221 ,40 42 😭😭,Positive,
2252 ,49 51 😭😭,Negative,
2268 ,232 233 😭,Negative,
2309 ,22 23 😭,Positive,
2316 ,11 14 😭😭😭,Negative,
2391 ,68 69 😭,Negative,
2421 ,5 6 😭,Positive,
2526 ,27 30 😭😭😭,Negative,
2566 ,49 50 😭,Negative,
2651 ,30 33 😭😭😭,Negative,
2692 ,72 75 😭😭😭,Negative,
2741 ,38 39 😭,Positive,
2963 ,194 195 😭,Negative,
3023 ,29 30 😭,Negative,
3026 ,36 39 😭😭😭,Negative,
3101 ,88 89 😭,Negative,
3267 ,89 90 😭,Negative,
3445 ,34 36 😭😭,Positive,
3475 ,8 10 😭😭,Unconfident,
3513 ,28 32 😭😭😭😭,Negative,
354 ,50 52 😭😭,Negative,
3901 ,33 34 😭,Negative,
3949 ,87 88 😭,Positive,
3973 ,32 33 😭,Negative,
41 ,144 145 😭,Positive,
4142 ,7 9 😭😭,Negative,
4190 ,25 28 😭😭😭,Negative,
4328 ,41 42 😭,Positive,
4337 ,15 16 😭,Unconfident,
4364 ,121 122 😭,Negative,
443 ,42 47 😭😭😭😭😭,Negative,
4544 ,80 81 😭,Negative,
4569 ,51 52 😭,Positive,
4573 ,40 41 😭,Negative,
4652 ,93 100 😭😭😭😭😭😭😭,Negative,
472 ,146 147 😭,Positive,
474 ,41 42 😭,Negative,
4756 ,55 56 😭,Negative,
5016 ,18 20 😭😭,Positive,
5071 ,6 7 😭,Positive,
5088 ,36 37 😭,Negative,
51 ,33 34 😭,Positive,
5142 ,74 75 😭,Negative,
5275 ,0 2 😭😭,Negative,
5382 ,27 28 😭,Positive,
540 ,96 97 😭,Negative,
5500 ,31 33 😭😭,Negative,
5518 ,24 25 😭,Negative,
5589 ,34 35 😭,Negative,
5623 ,22 26 😭😭😭😭,Positive,
5698 ,27 28 😭,Negative,
6073 ,24 25 😭,Positive,
6348 ,40 41 🥹,Positive,
6348 ,41 42 😭,Positive,
6410 ,26 27 😭,Negative,
6421 ,38 40 😭😭,Positive,
6512 ,54 55 😭,Positive,
6531 ,0 1 😭,Negative,
6532 ,53 54 😭,Negative,
6539 ,47 50 😭😭😭,Positive,
6539 ,71 72 😭,Positive,
6648 ,48 49 😭,Positive,
6669 ,34 38 😭😭😭😭,Negative,
6674 ,30 31 😭,Negative,
6695 ,35 38 😭😭😭,Unconfident,
6775 ,39 40 😭,Negative,
6784 ,51 52 😭,Negative,
7063 ,131 133 😭😭,Negative,
7063 ,151 152 🥹,Negative,
7109 ,11 12 😭,Negative,
7109 ,76 78 😭😭,Negative,
7109 ,107 109 😭😭,Negative,
7195 ,38 39 😭,Negative,
7387 ,91 92 😭,Negative,
7560 ,21 22 😭,Negative,
7902 ,51 53 😭😭,Negative,
7938 ,13 16 😭😭😭,Negative,
7975 ,133 134 😭,Negative,
7979 ,89 91 😭😭,Negative,
7987 ,12 15 😭😭😭,Negative,
8021 ,16 17 😭,Positive,
8041 ,41 43 😭😭,Negative,
8077 ,171 173 😭😭,Negative,
8177 ,3 4 😭,Positive,
8220 ,55 58 😭😭😭,Negative,
8245 ,38 39 😭,Negative,
8316 ,28 30 😭😭,Negative,
840 ,11 12 😭,Negative,
8920 ,90 91 😭,Positive,
9055 ,77 78 😭,Negative,
9171 ,35 37 😭😭,Positive,
9191 ,277 278 😭,Negative,
9499 ,68 69 😭,Negative,
9532 ,27 28 😭,Negative,
9554 ,69 70 😭,Positive,
9658 ,16 17 😭,Positive,
974 ,26 27 😭,Negative,
9832 ,69 70 😭,Positive,
