id,text
16044,bitches be third party mad at you😭 shit don’t even be they business fool.
1606,STPP ASKING SO MANY QUESTIONS and we were taking shots at like 11😭
16103,The smile on my moms face today was worth this exhausting past two days 😭🥹💜🫶🏽🥳😮‍💨
16142,i bought a refurbished iphone xr for 1700 (oct 2020) and it still works great! battery was at 93 when i bought it and now it’s 83 which decreased at a rate slower than new iphones 😭
1615,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 ه
16170,i literally sit down and study the lyrics till i can say them word for word bar for bar😭
16310,I’m scared for those too. I’m hoping the chicago sweeper makes them easier but only being able to save 15 times on pro terrifies me 😭
16333,once again.... wtb ANY zone or section literally does not matter i just want to be there guys please willing to pay the ticket price or higher also can PLEASEEEEE I BEG LET ME SEE HAECHAN 😭😭😭 #TDS2inKL
16399,if you see what you do 💀😭😭
16410,Raul is gassed 😭
165,You people are funny 🤣 it's not like that 🤣😭
16577,U can’t tell me his back didn’t make and s shape during that. I had to shut it off. 😭🤦🏾‍♂️ I was laughing at first but this shit not funny at all
16645,"I love being strong physically, mentally and emotionally that shit be giving me a high 😭😭😭😭"
16941,my moms side is mexican😭 ive even said we just having pets as our kids and they just say okay and move on LOL
17088,Angels on the lead now 😭 Go Troutyyy
17156,Stop the fight bro😭😭😭😭
17189,"I never knew that when Tracer 85 win the championship, the lady who gave his trophy just went out and touch the mighty yeekies😭😭😭 - like she has to take the chance before it slipped away🤧

I want to touch that bouncy little things too🤧

cr 肉包子85

#WangYibo #WangYibo王一博…"
1727,I can’t ever sit passenger seat without critiquing the driver bcus who taught you how to drive 😭😭
17321,You could tell I don’t go out a bitch tired already 😭
1738,bros so chronically online hes digging up tweets from almost 3 years ago 😭
17556,sial😭
1770,"classmate that sits in front of me is always on a mandarin version of ao3, brightness on max and all 😭 good for her tbh"
17735,SHOULDVE BEEN NUMBER ONE!! WHY IS SHE LAST??😭😭😭
17786,What is hao doing in their room tho 😭 are they roommates or something
1779,"+ so that she can breathe comfortably, and then the mangalsutra on Akshara's neck is broken, the sindoor water comes out, then Akshara says Abhi, then he smiles
and then they realize the truth, Abhi leaves Akshara and walks away, Akshara looks after him
🤞🤞😭

💔😭😭 I hate dkp"
17882,Cold af but solid away day since I’ll always remember watching us on that pitch😭
17893,"but people hate Joey King and it will be a big issue about her.
and I have this doubt that taylor is just pranking us.
She keep her relationship private for 3 years and I don't think she will publicized this kind of issue just that easy 😭"
17984,VAMPY YOU’RE SO PRETTY 😭 And similar to your model! 😳❤️
18030,"The ""And I hope I never lose you, hope it never ends"" My parents 💔 😭😭"
18352,Omg did u decide on the cleansing balm you wanted 😭
18642,When they gave eliminated trainees more screentime than her during the finals 💀 gp was hell for us 😭
18660,Whoooo was telling ppl this!???😭
18677,"no some of them are funny like what is ""this luv, bruh"" 😭"
18717,WHY DO I KEEP ATTRACTING SUBS?! I am smowl and need protecting!!’ 😭🥺
18723,I haven’t drank in a week and this beer & shot is hitting 😭
18786,Me not gonna believe unless they officially confirm it 😌 pero ansaket mamsh 😭
18889,i thought i posted it on circle 😭😭😭
18899,That’s women for you she straight tried to flip it 😂😂 he definitely shouldn’t have went thru that phone but damn 😭😭
18993,I work at gopuff warehouse & a lot of females ordering pregnancy tests 👀👀😭
18999,"Worst job I have ever had!! As the photographer, I vividly remember this yt lady telling the nigga in the easter bunny suit how to hold her babys head. And he's telling me ""nah, come get this lil mf"" 😭"
19070,😭😭😭❤️😭😭
19339,"// TOH SPOILERS

Ok to br critical for one moment
I really don't like that Hunter didn't even get to fight or confront Belos, I wanted him to kill that mf so bad 😭😭😭"
19383,not another one 😭😭😭😭😭
19399,The way I started bowing too😭😭😭😭
19534,"Since January 1st 2020 its 13 times in 3 years and 4 months 
For context liverpool city is 10 times and thats only because city have bottled some cups, only 3 less and the el classico is 12 times 
3 more games 😭 people acting like we've played them double what others have"
19543,FINISHED WATCHING TOH FINALE IM GONNA MISS THEM SM 😭
19594,My aunt forgot easter in malay and she said hari pasta instead of hari paskah 😭😭
19610,Remembering a girl dancing to this song and became my crush 😭 endha oorula irukalo
19653,N my jaw hurts from laughing 😭😭
2074,it was the only thing on my mind 😭
2170,How is he this creative😭😭😭
2221,it was easy as shit today give it a try 😭😭
2252,I was convinced they were gonna get married soon 😭😭
2268,"I just want to say thank you so much to all my fellow FreenBecky fans who followed me i really appreciate each and every one of you 🫶🏻 🧚🏻‍♂️🦋
and for those i haven't followed back yet, I'm so sorry i already reached my limit AGAIN 😭 will continue after the restrictions lifted."
2309,WHAT DID YOU EVEN SAY 😭
2316,3 HOURS ?! 😭😭😭 wait i wanna see ur cosplay for her if u don't mind
2391,Eye contact in twerk videos is always scary cause they be so focused😭
2421,HELP 😭 I fell asleep laughing over that btw now I woke up laughing over it still.. why are u my aspiring comedian huh
2526,like what does it even say 😭😭😭
2566,"I hope it’s not real, that’s what I heard, too.:,😭"
2651,WHY DID YOU HAVE TO SAY IT??? 😭😭😭
2692,i wish i was one of the girls who just woke up pretty as hell everyday. 😭😭😭 damn.
2741,no shot bro got taken out by 25 cents 😭
2963,No I’m just saying like they both progressed but they were bad for that time. Cause besides these two Ahem Kokila were the other bad ones but now it’s these two. Ik Kokila could never be Manjiri😭💀
3023,He’s got a restraining order 😭
3026,ion like tha way that ended like wtf😭😭😭
3101,it’s why these tweets are annoying bc americans don’t sing in an american accent either 😭
3267,What makes you think I want your number after you tip me $2 on a $80 tab?! Be soooo fr rn😭
3445,"I’m so sorry, but I LOVE this type😭😭"
3475,yo a vos😭😭
3513,SAME MY STOMACH IS IN KNOTS 😭😭😭😭
354,Paeshyns what I’m not finna do is play with you 🤣🤣😭😭😂😂😂😂😂😂 SCREAMINGGGGG
3901,He said he would end this league 😭
3949,Good analogy. KevinMcasshole is just jealous that his Mets got swept by the #1 Brewers 😭
3973,How tf is my phone always on 3% 😭
41,My toxic trait? I can listen to a particular song for weeks or even months till I’m fully satisfied and the artist has started begging for water😭
4142,I DONT 😭😭 its so hot yaar literally melting away
4190,wasn’t he just locked up 😭😭😭
4328,i didn't know stays are also on poetizer 😭 bungad AHAHAHA
4337,and barry jhay 😭
4364,"almost all of ph trends are about taylor and joe break up, and then there's olivia, jisoo, and rosé randomly sneaking in 😭"
443,What? I would bring him home like NOW NOW 😭😭😭😭😭
4544,"mygahd if thaiss didn't throw bichette out perhaps they scored another run here 😭

TEPERA GET IT TOGETHER!!!!!"
4569,"Y’all are cooked, there’s no coming back from this 😭 #LeBron"
4573,text him and tell him to meet somewhere 😭
4652,Mary J Blige was his lover and secretary working every day of the week and what that got her?😭😭😭😭😭😭😭
472,the gfriend erasure is insane… subvocals covering main vocal parts and still delivering a perfect performance is not something every group can do 😭
474,The pcd is real and it keeps on stacking 😭
4756,that just means y’all don’t understand van AT ALL like 😭 she would be the last person to do that
5016,Brent been the man😭😭😍😍
5071,Rssss 😭 I’m drunk too
5088,I’ve been told the same but oh well🫠😭
51,Aye trump really court side rn ? 😭
5142,"Well, I'm done with #BigSky, and screaming because where's my resolution? 😭"
5275,😭😭 please this is so out of character for the show idk anymore
5382,"LMAOO, the blink at the end😭"
540,"like i said, enjoy the curse. not gonna argue w someone who can't even use the right screenshot 😭"
5500,leave zayn out of this madness 😭😭
5518,SHE SAID DNT EAT HER UP 😭
5589,it’s probably cause you’re my moot😭💀💀 she ran a blockchain and said she blocked 35k people skkdkd imagine being this jobless
5623,"eu com best song ever 😭😭😭😭 
little things 🤨🫠😶"
5698,my one and only my LIFELINE😭
6073,yellow jackets is crazy 😭
6348,he’s really giving Jack Dawson here too 🥹😭❤️
6410,chill she look like a man 😭
6421,"Finally a behind the scene with Seowon😭😭 ngl they look so good together,wish there were more flashback scenes from 5 years ago huhu🤧

#비의도적연애담 
#UnintentionalLoveStory
#차서원 #임준혁
#YoonTaejoon #ChaInho
#비연담"
6512,Wtf pedophilia got to do with murdering your own kind?😭😂
6531,"😭 
Education is not the amount of information that is put into your brain and runs riot there, undigested, all your life. 
- #SwamiVivekananda"
6532,"My driver just gave me 2. Whew, I was freaking outtt 😭"
6539,I’m so sorry but I can’t stop laughing at this 😭😭😭 ET the little alien 😭😂
6648,Lmaoo naur cause why did I start to believe you 😭
6669,seokjin coming home every weekend 😭😭😭😭
6674,"I GET YOU HAVING CURLIES HELL💀😭
I love my curls so much but its took sm time to take care of them💀"
6695,The Olw House me marco para siempre😭😭😭
6775,yes when others can pronounce it rightt😭
6784,Josh was perfect for her fr I’ll never get over it 😭
7063,"(not srs) Y'ALL I ALMOST HAD A HEART ATTACK- i just saw break free era ariana on TV and i thought it was real, like in the present 😭😭the nostalgia tho 🥹"
7109,i am not!! 😭 i was devastated ytd and im about to be devastated again today 😭😭 we finally got the exo back 😭😭
7195,The long line for Karina's exhibition 😭
7387,actual q fans are not interested in the drama anymore…. we’re all busy worrying about eggs 😭
7560,What is it this time?😭
7902,""" i wanna teach you how forever feels.."" no more?? 😭😭"
7938,That’s valid 😭😭😭 bruh push be going hard to them clipse days and now
7975,"Kicks me right in the heart no matter how often I hear it.

Iron and Wine do a really good cover of it, it's especially sad though 😭😂

#iliketowatch"
7979,oh Simone is a menace actually like asking that question specifically to get that answer 😭😭
7987,Rot in hell 😭😭😭
8021,You’re so right 😭
8041,I am very offended I am not on this list 😭😭
8077,FINALLY someone gets it!!! Ahhh the lyrics in that song are some of my all time favorite. I mean…Do you miss the rogue who coaxed you into paradise and left you there???? 😭😭
8177,OHH😭HOPEFULLY ITS JUST THAT AND THEY DIDNT ACTUALLY BREAK UP
8220,How are Madrid so shit when it comes to league football😭😭😭
8245,mane istgg look like boats on my feet 😭
8316,love the edit but the timing😭😭
840,the colors 😭 just *perfect*
8920,People are realizing that is like the smart dev version of He is who Frank thought he was 😭🤣
9055,"i started my first hockey season with cicek but don't get to end it with him 😭

or luke but that's old news"
9171,no wayyy you got Valerie on repeat 😭😭
9191,"i need new cont really badly, i have stick drift on both of them, the left turns off at 34%, and the right will say its instantly full 100% when I plug it in so the probably the header is so fucked up it cannot detect the capacity anymore, i really took the volvo L with this 1😭"
9499,"Cheers, thats way too evil even for me who waits at the finish line 😭"
9532,“The things I do for love” 😭
9554,"THEY KILLED IT

I ALMOST GOT HIT A FEW TIMES BY CROWD SURFERS THOU 😭😂"
9658,thank u so much 😭♥️
974,all my life I had to fight😭😂
9832,They need to have a fight night or a ppv fight in Detroit again dude 😭 
