id,span,sentiment,comment
15425 ,57 58 🥹,Positive,
15512 ,18 19 🥹,Positive,
15576 ,51 52 🥹,Positive,
15615 ,26 27 🥹,Positive,
15748 ,179 180 🥹,Positive,
15955 ,17 18 🥹,Positive,
16037 ,50 51 🥹,Positive,
16076 ,160 161 🥹,Unconfident,
16131 ,25 26 🥹,Positive,
16135 ,78 79 🥹,Positive,
16368 ,16 17 🥹,Positive,
16636 ,65 66 🥹,Positive,
16771 ,72 73 🥹,Positive,
16796 ,32 33 🥹,Positive,
16866 ,59 60 🥹,Negative,
16887 ,38 39 🥹,Negative,
17044 ,31 32 🥹,Positive,
17447 ,67 68 🥹,Positive,
17502 ,25 26 🥹,Positive,
1753 ,56 57 🥹,Positive,
17574 ,47 48 🥹,Positive,
17613 ,29 30 🥹,Positive,
17725 ,8 9 🥹,Positive,
18465 ,74 75 🥹,Positive,
18465 ,75 76 😭,Positive,
18540 ,19 20 🥹,Positive,
18628 ,41 42 🥹,Positive,
18647 ,40 41 🥹,Positive,
18663 ,22 23 🥹,Negative,
18680 ,50 51 🥹,Unconfident,
18738 ,14 15 🥹,Positive,
18739 ,52 53 🥹,Positive,
1886 ,62 63 🥹,Positive,
18918 ,129 130 🥹,Positive,
18929 ,49 50 🥹,Positive,
19001 ,48 49 🥹,Positive,
19074 ,14 15 🥹,Unconfident,
19384 ,28 29 🥹,Positive,
1949 ,36 37 🥹,Positive,
19508 ,51 52 🥹,Negative,
19550 ,34 35 🥹,Unconfident,
19569 ,7 8 🥹,Unconfident,
19569 ,10 13 🥹🥹🥹,Unconfident,
19641 ,119 120 🥹,Negative,
2050 ,18 19 🥹,Unconfident,
2112 ,67 68 🥹,Positive,
2152 ,118 119 🥹,Positive,
2181 ,16 17 🥹,Negative,
2266 ,87 88 🥹,Positive,
2335 ,22 23 🥹,Positive,
246 ,25 26 🥹,Positive,
249 ,89 90 🥹,Positive,
2525 ,14 15 🥹,Positive,
2561 ,29 30 🥹,Positive,
2698 ,0 1 🥹,Positive,
2705 ,16 17 🥹,Positive,
2817 ,43 44 🥹,Positive,
2898 ,29 30 🥹,Positive,
2985 ,48 49 🥹,Positive,
309 ,17 18 🥹,Positive,
3188 ,103 104 🥹,Positive,
3252 ,92 93 🥹,Positive,
326 ,44 45 🥹,Positive,
348 ,115 116 🥹,Positive,
3574 ,25 26 🥹,Negative,
3609 ,39 40 🥹,Positive,
3617 ,31 32 🥹,Positive,
3631 ,21 22 🥹,Positive,
3631 ,39 40 😭,Negative,
3705 ,67 68 🥹,Positive,
3734 ,72 73 🥹,Positive,
3761 ,18 19 🥹,Positive,
3863 ,109 110 🥹,Negative,
4336 ,53 54 🥹,Positive,
4427 ,128 129 🥹,Positive,
4427 ,129 130 😭,Positive,
4546 ,93 94 🥹,Positive,
456 ,5 6 🥹,Unconfident,
460 ,43 44 🥹,Positive,
4624 ,40 41 🥹,Positive,
4625 ,13 14 🥹,Positive,
4625 ,64 65 😭,Negative,
4692 ,138 139 🥹,Positive,
4749 ,34 35 😭,Positive,
4749 ,67 68 🥹,Positive,
4784 ,57 58 🥹,Positive,
4865 ,108 109 🥹,Positive,
4877 ,165 166 🥹,Positive,
5014 ,29 30 🥹,Unconfident,
5412 ,0 1 🥹,Positive,
5477 ,112 113 🥹,Positive,
5531 ,42 43 🥹,Positive,
5693 ,58 59 🥹,Positive,
5734 ,19 20 🥹,Positive,
5835 ,215 216 🥹,Positive,
5835 ,218 219 😭,Positive,
5890 ,112 113 🥹,Positive,
6053 ,73 74 🥹,Positive,
608 ,67 68 🥹,Positive,
6176 ,35 36 🥹,Positive,
619 ,125 126 🥹,Positive,
6262 ,18 19 🥹,Positive,
6360 ,37 38 🥹,Positive,
6498 ,19 20 🥹,Negative,
6523 ,30 31 🥹,Positive,
664 ,0 1 🥹,Positive,
6762 ,114 115 🥹,Positive,
6807 ,79 80 🥹,Positive,
6857 ,105 106 🥹,Positive,
6912 ,73 74 🥹,Positive,
6949 ,36 37 🥹,Positive,
7000 ,28 29 🥹,Positive,
7007 ,17 18 🥹,Positive,
7119 ,45 46 😭,Negative,
7119 ,99 100 🥹,Negative,
7195 ,32 33 🥹,Positive,
725 ,0 1 🥹,Positive,
7257 ,14 15 🥹,Positive,
7535 ,88 89 🥹,Positive,
7579 ,25 26 🥹,Positive,
764 ,12 13 🥹,Positive,
7674 ,133 134 🥹,Negative,
7747 ,63 64 🥹,Positive,
7789 ,124 125 🥹,Negative,
7927 ,31 32 🥹,Positive,
8027 ,36 37 🥹,Positive,
8092 ,35 36 🥹,Positive,
831 ,43 44 🥹,Positive,
8498 ,52 53 🥹,Positive,
8617 ,25 26 🥹,Positive,
8996 ,39 40 🥹,Positive,
9090 ,21 22 🥹,Positive,
912 ,233 234 🥹,Positive,
9165 ,10 11 🥹,Positive,
9432 ,30 31 🥹,Positive,
9495 ,89 90 🥹,Positive,
9596 ,26 27 🥹,Positive,
9792 ,13 14 🥹,Positive,
9898 ,9 10 🥹,Negative,
9898 ,10 12 😭😭,Negative,
9948 ,102 103 🥹,Positive,
9957 ,23 24 🥹,Positive,
