id,text
12671,"FIVE MORE DAYS !!
Can't wait to see him batting in full flow,playing those classy shots 😻,scoring tons of runs in winning cause, breaking and making new records 😎❤️ In Sha Allah 🥹💚👑"
12755,Thank you 🥹 I want all of us to make.
12923,i’m stressing too much and my hair be falling out like crazy 🥹😭
13022,MANIFESTING FIRST WIN FROM ATE AYU! 🤞🥹🤞
13102,How many minutes remaining now??🥹
13271,Are we getting a enha skz collab stage?🥹
13311,And I will get to play with pie everyday 🥹 make it happen
13343,a few of me 🥹❤️ i love this picrew sm omg the clothes options are everything
13578,Santa gifting your TL with gay porn what a miracle 🥹
13583,"episodes: lazarus rising, the rapture, tombstone, lily sunder has some regrets, in my time of dying ( just because john dies 🥹 ) seasons: 4, 5, 1,2, 8 ( if that’s the one with the trials idk 😭 )"
13630,My wife out there somewhere ill find you 🥹
13747,And your shoulders to cry?🥹
13753,I can't wait for my baby to get home 🥹
13837,I’m supposed to be in Louisville right now 🥹
13911,He deserves everything 🥹
14153,No one ever loved u 🥹.
14182,thats so hot u letting me have control over u bby~~ 😏🤩🛐💜😏😘😏🤪🩷🩷🤪😘😖😘🤍😍😳😳😘😳😘😳😘😘💜💜😘😘🥳😘🥳😘🥳🤩🤩😘🤩😘🤩😘🤩😘🤩😎😘😏😘🥹😘😘😏
14223,Ahhh jungkook!!! Is wearing CK outfit omg!! he looks so amazing and so gorgeous omg  have a safe flight  ✈️ Jungkook 🥹
14294,one day. one day.. 🥹
14373,I just received the best advice from my patient. Nursing you did it again 🥹🤞🏾
14387,"thank you so much, anna, i really need this 🥹😔🤍"
14462,Yes 🌻💜🥹🤧
14596,お大事に！🥹 Take care and get well soon 😢
14602,They knew and did the assignment. 🥹
14737,its 2023 now yet the sparks 🥹
14829,"🥹
Those of us w: a functioning 🧠 stem know-it was the Incineration of a Hired Mouthpiece working for a billionaire w/ a RightWing Agenda.💰💰

What exposed about Taibbi’s “errors”….
💯 % dismantles Taibbi’s entire TwitterFiles Op.

Taibbi chose this End."
15244,Wahhh congratsss !! Happy for youu hopefully next will be my turn 🥹
15364,"Story of my life, still trying to rebuild my playlist 🥹🤦🏾‍♀️"
15425,I can’t wait to be in Joburg and interact with the brand 🥹 This is exciting 🤞🏾
15512,"Thank you so much 🥹💜

#SUGA #슈가 #AgustD 
#AgustDxIU #D_DAY
#People_Pt2 #사람_Pt2
PEOPLE PT2 OUT NOW
PEOPLE PT2 BY AGUST D
AGUST D OFFICIAL DEBUT"
15576,Love waking up on a Saturday to both of my nephews 🥹💜
15615,"aww, stede’s heart breath 🥹

also lmao, stede’s going to have to buy that store now"
15748,Daemon: I gave Baela a worthy partner in crime.  I can't wait to see all the chaos my children will unleash. I am so proud that not even a Hightower can ruin this moment for me.  🥹
15955,actual lil fairy 🥹
16037,🫂🫂🫂 things will get better... after 5 years maybe 🥹
16076,"3 bedroom
2 bath
Bar counter kitchen
2 car garage for Sky 🏍 & Dusty 2.0🚗
And spacey terrace for Zorro 🐶

✨pagsisikapan with kasamang manifesting for 202* 🥹✨"
16131,My niece is a Naruto fan 🥹 my mini is just like her uncle fr. The kids will be alright.
16135,"Screaming
Crying
*Throwing up*
This is so sweet I'm actually tearing up rn 🥹"
16368,good for us!!! 🤣🥹 who is the other fave of yours?
16636,the girls being so supportive and happy about  jisoos solo debut 🥹 literally melts my heart I love them
16771,"Thanks for the game, Mom! ( with hope I were joining you guys tonight.. 🥹 ) May you have a good rest."
16796,their ballad songs are top-tier 🥹
16866,Started 5 defenders & 2 defensive mids against Bournemouth 🥹
16887,If you log on it says it doesn’t work 🥹
17044,The fact that Pietro is added. 🥹
17447,omg omg listen at full volume!!! is so cute! baby pitter patter 💖💖💖🥹
17502,"Likewise to you, my dear 🥹❤️"
1753,"5 years with what is love, the song that made me a once 🥹"
17574,RIGHT! happy Meteora 20th to all who celebrate 🥹
17613,Gmgm! Thank you so much Moon 🥹💜💜💜🥂
17725,So pure!🥹💕
18465,Country music just makes me want to fall in love 😩 Who wants to go dance? 🥹😭
18540,After 50 free pull 🥹 GT best game ever ❤
18628,it’s such a soft and tender loving scene 🥹
18647,Jinki's little smile as they hold hands 🥹
18663,"Ahhh sorry about that 🥹
How come 😩"
18680,kangen all of us are dead dehh 😫 rewatch kali yaa 🥹
18738,"she really is 🥹
love the new name btw 🫶🏼"
18739,i’ve been told by a stranger my scent is immaculate 🥹
1886,I’m so glad my momma gifted me a bottle of wine before I left 🥹 I needed it today and I’m officially the auntie by the bar in this bytch 🙌🏽
18918,"The way Sanha seems to be protecting Binnie, taking care of him!!! 😍😍 His love for his hyung's so beautiful!! It warms my heart! 🥹"
18929,listen to cup of joe as well be a joewah like me 🥹
19001,the way chris evans laughs with his entire body 🥹
19074,兄妹の面影が...ないっ⁉︎🥹
19384,He is such a beautiful soul 🥹
1949,"My niece and nephew are the cutest! 🥹 
🥕🐇❣️"
19508,These first of the month bills raping my account … 🥹
19550,Chilwell and mudryk on too please 🥹
19569,そんな人いるの🥹怖い🥹🥹🥹
19641,"you know,,,, as much as i’ve been DREAMING for exo & svt to hang out together, i think this is just a misunderstanding 🥹"
2050,who will tell koo?🥹
2112,girls in bed.. house tidy. can't believe my youngest is 1 tomorrow 🥹
2152,"King Lu, 

Na you hold pen, if you say make we write, we go write, if you say make we clean am, we clean am sharply 🥹❤️🤲🏽"
2181,See my daughter 🥹😩🥵🙈
2266,these arts are so so beautiful and perfect sometimes i can't believe they really exist 🥹
2335,Someone will love you 🥹🎶
246,back in florida for good 🥹
249,"Y’all, I won two $50 VISA gift cards at this event I went to today. God really favors me 🥹

I’m treating myself to a nice dinner!!"
2525,She’s glowing 🥹
2561,plzz vote for lee jeonghyeon…🥹💚
2698,🥹😂 this video never gets old
2705,"Thank you Carli 🥹👉🏻👈🏻
I really love this Man so much 😘"
2817,"yess, so excited to see what he's prepared 🥹"
2898,oh he's absolutely beautiful 🥹
2985,"I LOVE THAT ONE GIRL AND HER NAME :)
6 LATTER<3🥹🌍🫶❤️"
309,Have fun y’all’s 🥹❤️
3188,My MIL just called to let us know she has our Easter baskets ready and the egg hunt ready for the kids 🥹- I’m really so thankful we have great families that have always loved and accepted us just as we are (for the most part-lots of growth!) 👏🏼❤️
3252,Allah has been extremely merciful to me ! Y’all have no idea I’m so grateful Alhamdulillaah 🥹
326,Reminds me a lot of two other optic players 🥹
348,been going through such a big anohni phase atm... she's so amazing and i cannot wait for her newrecord to come out 🥹
3574,The trap calling my name 🥹
3609,OMGGGGG CONGRATULATIONS!!! How sweet!!!🥹
3617,You both are look so beautiful 🥹😍😍💜Have a super fun time. 🥰
3631,Everybody is in love 🥹 then there’s me 😭
3705,Deedee been on my mind so heavy .. I CANT wait to be able to tth ..🥹💜
3734,How many Bot accounts do you think you can reach to put a dent on this? 🥹
3761,And she’s glowing 🥹 I’m so happy for her
3863,i wish i carried more cash on me because when ever i see a homeless person with their dog ugh my heart hurts 🥹
4336,Why do the pixels look so pretty. Cuz it's Seungmin 😃🥹
4427,This morning I was given $100 and then this afternoon my bestfriend bought me two pairs of shoes. It’s so damn good to be home. 🥹😭
4546,Spring cleaning was a success!! My body aches from cleaning but the downstairs looks so nice 🥹💖
456,4:13 🥹
460,My whole tl is streaming/buying. I love it 🥹
4624,"my eyes are blessed, look at this angel 🥹"
4625,THANK YOU SM 🥹 the cycle never ends for procrastinators like us 😭 (also due tomorrow = do tomorrow)
4692,happy birthday bp 💛 the buddy project led me to finding one of my best friends ever and we’ve been friends for 8+ years. forever grateful 🥹
4749,Saw  Oreka Godis today in central 😭 yes I told her about my TikTok 🥹. Guys she followed me
4784,They seem so cool! I can't wait to compete against them! 🥹
4865,I really went 10 years before bringing Logic into the dealership for service. I think baby did pretty good. 🥹🚘🖤
4877,"Working on world building for The Huntsman’s Revenge. 

Anyone have good world building tools they use to round out their universes? 

I need some inspiration. 🔥🥹"
5014,mujhe ye messages kyu nh aty 🥹
5412,🥹😘❤️🇮🇹⚒
5477,"Job well done, my beloved ❤️ i’m so glad that I woke up just in time for your performance. Please go on wv live 🥹😉"
5531,Silver or gold I have none but I have you 🥹🌝
5693,"Aw thank you gorgeous, I can say the same thing about you 🥹💗 you look so stunning in everything I've seen you do!"
5734,thank you stefan!! 🥹💛 it does have such a cool touch!!!
5835,164hrs online 15 1/2hrs left for now! $3006/$4500 thank you guys 😩 merch and karaoke night coming soon! 🥰 I’ll be posting about them after the donothon. Love you guys and thank you for this beautiful twitch journey 🥹❤️😭 my life will forever be changed
5890,Lls he like yea i was watching you sleep after you was being mean!  I had to do my big one before i left out😋😜😜😂🥹
6053,They do that for every song because they listen to it for the first time🤡🥹
608,Cooking for the first time in the new house tonight to break it in 🥹❤️
6176,i can’t wait to take camp edc pics 🥹
619,Needless to say I done made a bet with my son that I won’t say nothing to his friends other than “HI” if I do I owe him 100$ 🥹
6262,I want to go here 🥹
6360,They will always be young in my eyes 🥹
6498,Did they drop her? 🥹
6523,this feels like your concert 🤧🥹
664,🥹 I want to be a part of something like this
6762,"He knows what he's doing, he won't let his name be ruined and others be ruined as well, kahit ang tapang na niya. 🥹 I trust him. 😌👌🏻"
6807,"Praying for your speedy recovery and It will be an emotional comeback for sure 🥹.
#RishabhPant"
6857,"my paper went really well like 1.5/2 questions well, i think i would be able to score my expected grades 🥹"
6912,It's my first time seeing taerae and zihao moment 😳😳didn't know about it 🥹
6949,That’s literally how i found my man 🥹
7000,"so proud of you leader yang 🥹 and the girl in the bg, yes gorl same 🤣 Aaaaaaa im so happy"
7007,This was so good 🥹💜 #Jimin #Jimin_FACE #jiminxvogue
7119,"Like my  brother in Nola, my sis in new York 😭 my girlfriends  going to fucking Jamaica next month 🥹 I can’t breatheeeeeeeee"
7195,Hoping they accept me this time 🥹🤞🏻
725,🥹 mang reveal is so special to me
7257,YOU DID GREAT 🥹 I’M SOOF YOU MY BOYS 🫶🏻🫶🏻🫶🏻
7535,"damn loud crowd, very hype, all the screams and sing along, skz you guys are so big now 🥹"
7579,Such a proud big brother 🥹
764,A great man 🥹
7674,"See, that's what I get from others as well. My 2k has never done anything for me.

Also, I'm pretty sure I've always been nice ... 🥹"
7747,In case it wasn't obvious I'm really starting to ship them now 🥹
7789,"On a side note though, I've been saving up a bit for a banner I really wanted to pull for in bandori but my girl never came 🥹 This was the best pull out of everything"
7927,i wanna be part of this crowd 🤞🥹
8027,Thank you for rooting for me always 🥹💕✨
8092,yall are way too cute man my goats 🥹
831,THANK YOU SO MUCH FOR CHEERING FOR JONGDAE 🥹💗💗💗
8498,lemme buy my friend some flowers today just because 🥹
8617,My first week went great 🥹 can’t wait for many more 🤞🏼
8996,On the street di Jhope su radio Deejay 🥹💜💜💜
9090,Thank you so much!!! 🥹💖
912,"Omg moonstone is good for transitional periods of your life! I got a moonstone bracelet bc I wanted to move to NYC, and 3 years later when I finally did, it broke in my apartment. I took that as a sign that I completed my transition 🥹"
9165,We did it 🥹
9432,his outfit and the background 🥹💙💗
9495,My little plant baby is just growing all over the place after I gave them a little trim. 🥹
9596,Today is such a good day. 🥹
9792,i’m engaged 💍🥹❤️
9898,"oh,, 

🥹😭😭"
9948,Can’t believe we got to see these everyday … just casually strolling around the streets of New York … 🥹
9957,Oh special stage first 🥹
